"@ICICIBank_Care @ICICIBANK  @HDFCBank_Cares @HDFC_Bank   @TheOfficialSBI       
 must ensure enough 100/- notes rig https://t.co/ZmZDW9o5Xb",miscellaneous
@ICICIBank_Care @ICICIBANK why banks are running out of cash ??? #DeMonetisation #CashRush,miscellaneous
"@ICICIBank_Care Bank employees of 21 c Faridabad making fools to customers. Not helping &amp; giving nonsense excuses.
Better to learn from",displeasure
@ICICIBank Thanks icici bank I got case in your atm and it's totally bad experience with @TheOfficialSBI,miscellaneous
"@ICICIBank_Care @ajitsinghs   why is @ICICIBank m block , Gk2 not allowing non gk 2, non wealth customers not to exchange notes.",displeasure
"@ICICIBank_Care @HDFCBank_Cares @AxisBank #nomoney in your ATM at Chandivali-Powai Mumbai. 
@powaiinfo",displeasure
"@ICICIBank_Care we have Ur ATM in our office n 3k employes, today every one was waitin 4 money thr unfortunatly ur guys didn't deposit money",displeasure
@ICICIBank_Care Sec56 branch continues to disappoint. Check RBI notice vs their overwriting. Worked from 9-4. Threa https://t.co/6sLHq8FM6m,displeasure
"@ICICIBank_Care if I am nominating the same person as a mandate holder for NRE&amp;NRO accts, why require the same docs twice? What's the logic?",displeasure
@ICICIBank_Care @ICICIBank bank not taking deposit after 4 p.m.  as secular is up to 8 p.m..this is in @kapadwanj icici branch,displeasure
"No #money in pocket, and lack of money #ATMs of @ICICIBank &amp; @TheOfficialSBI , @PMOIndia please help #urgent need.",displeasure
@AmhiDombivlikar @HDFC_Bank @ICICIBank @TheOfficialSBI @IDBI_Bank @DnsBank - have you notified @RBI ? @vineetjaintimes,miscellaneous
@ICICIBank_Care finally today I have withdrawn my application for current account..@chandakochhar is this ur service?????,displeasure
@ICICIBank_Care why there's mismatch in bank opening timings? If it's a notice from ICICI shouldn't it be same throughout ? (2/2),displeasure
"Why don't you tag @ICICIBank_Care 
Instead of blaming the govt for smin they didn't do? 

No proof reqd if you hv b https://t.co/mSWIWuouPB",miscellaneous
@ICICIBank_Care should ask #bluedart co to call the customer plz cancel the card or send it by other courier DM 9831142300,miscellaneous
@ICICIBank_Care  contact number 9890996007,miscellaneous
@ICICIBank_Care  and my card got approved on 28 oct. as per data available with your ahmedabad representative.,miscellaneous
@ICICIBank_Care hell with @ICICIBank . Teach your executives at Devlali Camp (Nashik) branch on how to behave with a woman account holder.,displeasure
@ICICIBank_Care your executive called me and suggested to deactivate i safe if emergency to me.see below even i can https://t.co/iDDcq6GgUx,miscellaneous
@ICICIBank_Care : Unauthorised transaction of rs.16304 done from ICICI account https://t.co/3bfn23oqBZ,miscellaneous
Great service has provided by @ICICIBank_Care @ICICIBank  for exchanging 500 and 1000 denomination. They are working hard and off days,compliment
@ICICIBank_Care Ur incompetent staff of Chennai Annanaagar VI Main Rd Branch ignorant of basic banking procedure. even school kid knows.,displeasure
@ICICIBank @ICICIBank_Care @chandakochhar are fooling customers with useless sms wherein they stop customers enteri https://t.co/iVhdwsCn36,displeasure
@anuyeaah @HDFCBank_Cares @ICICIBank_Care @YESBANK @StanChart @bankofbaroda while you're at it... also some drinking water for the long Q,miscellaneous
"@ICICIBank_Care its been more than a month still my credit card application 6077854522 is in process,? customer care do not call back :-(",displeasure
"@ICICIBank_Care @ICICIBank @Citibank @Citi @AskCiti still No #Cash in your #ATMs , #frustrated #CurrencyExchange . No intention to help???",displeasure
@HDFCBank_Cares @ICICIBank_Care @UnionBankTweets None of the stand-alone ATM have cash in the machine. 400095 #disappointed #Fail,displeasure
@ICICIBank_Care I hope to have a communication from concerned branch Mgr or someone. It cant end like this. Thank you,displeasure
@princesurana @TVMohandasPai @ICICIBank_Care @spsurana @ArvindKejriwal lucky,miscellaneous
"@ICICIBank_Care no work is being done at West Jyoti Nagar Branch Delhi, neither they are changing currency nor depositing cash in account",displeasure
@ICICIBank @ICICIBank_Care As I observed icici bank is givinv worst service among all. Most of icici atm running out of cash.,displeasure
@ICICIBank_Care @PMOIndia @RBI Is Gurgaon sector 46 not prominent location. they operating 10 to 5 PM.,miscellaneous
"@ICICIBank_Care Bt the team wil do nothing
Non sense you guys have made.
U wasted my time I spent in queue and then Ur failure on compliance",displeasure
@ICICIBank_Care what crap..let it be..you keep wasting time.. @chandakochhar maybe you can read this and do something..,displeasure
"RT @ICICIBank_Care: @rituraj_prht Hi, we regret the error ! Thank you for highlighting this to us.",miscellaneous
@RBI @TheOfficialSBI @ICICIBank @arunjaitley RBI's website says Monday is holiday for banks. Why has this not been changed yet?,displeasure
"@ICICIBank_Care response
Please look in to the matter",miscellaneous
@ICICIBank_Care Call Nanganallur Branch 100 account holder went all should be in same line. Spoiling govt name is unacceptable le,displeasure
"@ICICIBank_Care @ICICIBank  @CKforCleanIndia  Hi, it's really frustrating not 2 get any kind of updates. Either you need to resolve this 1/2",displeasure
"@ICICIBank_Care poor administration show continue in your Kharadi branch... Only waight waight,.....",displeasure
"@ICICIBank @ICICIBank_Care respect  all staff in handling things. ur customer service was awesome. pls inform the staffs of the branch 
&lt;3&gt;",compliment
@ICICIBank_Care i have opened my kid's account. But i cant login into it. Your service is as horrible as it always was!,displeasure
@ICICIBank @TheOfficialSBI Let the recalibration of ATM's done later. Sort initial issues run ATM's 24/7 with 100's remove burden on emply's,miscellaneous
@ICICIBank_Care @ICICIBank How the hell can you guys just block a debit card out of nowhere ? It's happening for the second time !,displeasure
"Why still bank ATM'S r not working.When @narendramodi Has announced
@arunjaitley @RBI @TheOfficialSBI @ICICIBank @HDFC_Bank @AxisBankSupport",displeasure
"@ICICIBank_Care your CC didn't pick calls..
please look it in the matter ..i have enough balance at that time.",displeasure
@ICICIBank @ICICIBank_Care after how many days cash back comes in account?,miscellaneous
"@ICICIBank_Care @ICICIBank @RBI Dear ICICI bank , please don't mislead people by sending message that ATM are working.",displeasure
@ICICIBank @ICICIBank_Care @chandakochhar Pl STOP sending useless sms fooling customers when u do not allow custome https://t.co/iql1oA97BD,displeasure
@ICICIBank_Care @SMahankali plz check dm .. sent the details,miscellaneous
@ICICIBank_Care sir currency exchange service totaly stopped in ur DABRA Branch &amp; staff also misbehaving with customer. do the needful @RBI,displeasure
@ICICIBank_Care do you remember your marketing about privilege banking? Abandoned when required the most!! @icicibank #fail,displeasure
RT @loosebool: Thanks @ICICIBank_Care  !! But I don't need that much money  https://t.co/zOCgde86Cd,miscellaneous
"@ICICIBank_Care @DCBBank @OrientalBank None of your ATM's are working near Malleshpalaya, Bangalore.",displeasure
@ICICIBank_Care calls when I request a call back and the staff really helps me and clarifies any doubts that I have. Thank you once again.,compliment
"@ICICIBank_Care for deposit, only few seconds required. But waiting in queue for four hours. Learn from others bank. Soon u will lose custom",displeasure
@ICICIBank_Care you IVR is very cubersome! I'm unable to reach Customer executive!!,displeasure
