@BankOfBaroda Your cash counter staffs are very rude &amp; unhelpful towards people depositing Rs 500 &amp; Rs 1000. DM'ing Details. @RBI,displeasure
@BankofBarodaCEO @bankofbaroda 09.30am Bank of baroda didn't open the gate. Plz ask them to open the gate immediate https://t.co/HmUoqYSt5A,displeasure
"@bankofbaroda plz work 2 improve connectivity problems related to #mbanking/IMPS at this time of urgency.
@BankofBarodaCEO",miscellaneous
@BankofBarodaCEO @bankofbaroda Please look into the matter.... https://t.co/4xNjQc4NCR,miscellaneous
@PMOIndia @bankofbaroda @BankofBarodaCEO @narendramodi_in @narendramodi  @RBI my account is in icici gurgaon however I am working in Jaipur,miscellaneous
@BankofBarodaCEO I have work exp and @bankofbaroda don't find ppl like me gud enough coz my MBA is from #ignou so c https://t.co/4R57D8sTx3,miscellaneous
@PMOIndia @bankofbaroda @BankofBarodaCEO @narendramodi_in @narendramodi @RBI sir BOB Durgapura-Jaipur branch refusing to exchange money.,displeasure
@bankofbaroda @Bankofbaroda full address of branch https://t.co/tcoMGSLKD2,miscellaneous
RT @bankofbaroda: Shop the best for your kids at #FirstCry. Get Rs. 500/- off when you pay using your #Baroda #Visa Debit Card. https://t.c,miscellaneous
RT @Pankushjindal: @bankofbaroda Sir Recently i open a bank account and i just need to know that In which bank can i use ATM OF this bank?,miscellaneous
@bankofbaroda Do a few things NOW!!- track individuals making deposits across banks; stop proxy deposits; link all banks; stop paper records,displeasure
"RT @EnggJourno: Maximum queues being seen at PSU #banks such as @TheOfficialSBI, @bankofbaroda. Shows ppl trust their money with govt more",compliment
@bankofbaroda  Please Circulate Rs 100 and Rs 50 Notes to this branch as customer dont want any more 2000 notes Its my kind request CHEMIO,miscellaneous
@anuyeaah @HDFCBank_Cares @ICICIBank_Care @YESBANK @StanChart @bankofbaroda while you're at it... also some drinking water for the long Q,miscellaneous
"RT @alhaz_sidhva: @bankofbaroda Thank You #BOB
@imVkohli Ne Uske #Bob Account mai Mera Number Dia Hai..
We Love You Kohli  https://t.co/uy",miscellaneous
Cashiers write numbers on currency notes plz instruct not to do so @TheOfficialSBI @bankofbaroda @IDBI_Bank #DoNotWriteOnCurrencyNotes,displeasure
@bankofbaroda worst service for money deposot,displeasure
@bankofbaroda official handle of BOB:: Not even handle my single tweet,miscellaneous
@bankofbaroda @ArunArungupta05 location is operahouse branch of baNk of baroda.,miscellaneous
@bankofbaroda India's International Bank https://t.co/EocalSxjIS,miscellaneous
@bankofbaroda no reply from customer care as well on the grevienace.,displeasure
"RT @Jinaymodi: A customer is the most important visitor on our premises
by #MahatmaGandhi 
make this line true by @bankofbaroda #Ahmedabad",miscellaneous
@bankofbaroda no female or senior citizen in queue. Well done Sardarshahr (District churu Raj) Brance. Really appreciate it. ,compliment
@bankofbaroda 5. One should not Wear Helmets.,miscellaneous
"@bankofbaroda Sharing my contact details over dm, I need a responsible personnel to get in touch. more than 50 people felt cheated,",displeasure
"@bankofbaroda very pathetic bob, here in pune baner branch only 1 counter is there for withdrawals and exchange, very disappointed",displeasure
Unhappy with @HDFC_Bank  &amp; @ICICIBank - single line outside bank for deposit &amp;withdrawal whereas @bankofbaroda won my heart with #NoHassles.,displeasure
@bankofbaroda Don't bank wid BOB... It's a typical govt.  Bank who cares a damn abt it's customers no way happens,displeasure
"@bankofbaroda @arunjaitley   Hi sir.. I know u all r doing grt job. But sir your patel nagar ,ptna branch r not exchanging money.",displeasure
@bankofbaroda BOB branch of Balangir in Odisha opened after 10.30am violating Govt instructions,displeasure
None of the bank atms are open till now @ICICIBank @AxisBank @HDFCBank_Cares @TheOfficialSBI @bankofbaroda,displeasure
"@bankofbaroda ATM, checkbook, internet banking not received even after 25 days. Vaghra branch, Bharuch district. Good Morning",displeasure
#ByeByeBlackmoney @bankofbaroda @PMOIndia no money in your ATMs &amp; shutdown. https://t.co/VgITUoo2JR,displeasure
@TheOfficialSBI @bankofbaroda @Bankofindia_BOI we see long queue of desperate people waiting out without #water #SITTING (1/1),displeasure
@bankofbaroda in rural areas ATM is off and here it creat issues for general public for withdrawal pf cash please r https://t.co/GqARvjDDZ0,displeasure
@bankofbaroda Your atm's were supposed to start dispensing cash today. You havent even opened them. Shutter down. Please do sth..,displeasure
@bankofbaroda i have called cust care now but he was not talking and was very rude,displeasure
RT @Uday846845: Banks should increase their working hours. Many banks following their routine hours only.@bankofbaroda  is one of them.  #P,displeasure
"Bank of Baroda, Gandhi Nagar branch, Delhi is closed after 5pm on second consecutive day. Need more measures. @RBI @bankofbaroda",displeasure
"@bankofbaroda Colaba Branch, Mumbai
Let me know when can I be there and get it done.",miscellaneous
"@bankofbaroda kindly clarify, do we have to provide photocopy of identity which we mention for 500/1000 notes exchange. It is uncalled @RBI",miscellaneous
@bankofbaroda it's not quary it's complaint against your Gopiganj branch,displeasure
"RT @ETNOWlive: .@bankofbaroda: 
Demonetisation likely to throw up more liabilities
Maintain H2 NPA view at Rs 45,000-50,000 cr",displeasure
@bankofbaroda employees were taking lunch breaks one person at a time and ensuring smooth functioning of the bank. Thank You 2 all of them,compliment
@FinMinIndia @arunjaitley @TheOfficialSBI @bankofbaroda @IndiaPostOffice My Wife have not any account in any bank.Can she open account now?,miscellaneous
"@bankofbaroda dear bob, trying since yesterday. Seems all ur executives are too busy to attend a regular customer?",displeasure
@bankofbaroda mailing in a while,miscellaneous
@bankofbaroda its in civil lines near khandelwal CT... my only concern being 2 steel trunks were shifted into non-govrrnment white car(?),miscellaneous
1ly big talks&amp;no action on ground.Visited3ATMs this morning only2return disappointd.None ws workng @bankofbaroda @ICICIBank @TheOfficialSBI,displeasure
@bankofbaroda I want to volunteer banks and FI's to help currency exchange program,miscellaneous
"@bankofbaroda its 6:20pm, bank employees left, shutter is down. Please take action @RBI https://t.co/gn8VSj4KV3",displeasure
Thank you bankers for your kind co operation. @TheOfficialSBI @ICICIBank @KotakBankLtd @YESBANK @bankofbaroda,compliment
"just dont tweet to reply to a tweet @bankofbaroda! people want solution, not a reply.",displeasure
@bankofbaroda i have lodge complaint kINDLY check YOUR DM,displeasure
@bankofbaroda i am really upset with bank of baroda ramanthapur branch...being a account holder in that branch..they are refusing to exhange,displeasure
Back on track @bankofbaroda https://t.co/5w3zn1QtxU,miscellaneous
I have visited 4 bank 2day service score of my view @ICICIBank 10/10 @bankofbaroda 9/10 @HDFC_Bank 7/10 @TheOfficialSBI 0/10 #BlackMoney,compliment
"@bankofbaroda I need the contact for Internet team, I m facing a regular issue while transferring funds online",displeasure
".@ICICIBank @ICICIBank_Care @TheOfficialSBI @bankofbaroda @HDFC_Bank 
start max. ATM with only 100/- notes for now. replenish frequently",displeasure
