@KotakBankLtd Mahim branch. Today handled very well.Great job,compliment
"@KotakBankLtd the papers on web portals like readwhere are easy to read.
But @bsindia epaper opens separate windows ..not easy to read",miscellaneous
@KotakBankLtd @udaykotak #kalinabranch very good organised work by Mr Shashi and staff as well as Kalpesh domadia! Keep it up!!! Cheers,compliment
@narendramodi @PMOIndia @KotakBankLtd Service manager claims that non-kotak account holders cannot exchange cash be https://t.co/agyhDL9mFT,displeasure
... providing all required information. #HarBarModiSarkar @KotakBankLtd thank you. Pleasure being your customer. Cheers and keep it up,compliment
"First hand exp as a customer - in 40 min, have moved 1 meter in te queue. Staff of @KotakBankLtd extremely helpful. +",compliment
Thanks @KotakBankLtd for such a wonderful management. Thanks to all of your employees https://t.co/Q8ZbvAtEk2,compliment
@KotakBankLtd @PMOIndia Standing in queue for last 4 hours to get Cheque Withdrawal. As promised no different arrangements. Who to complain,displeasure
@KotakBankLtd Sorry arrogant staff. No help. People are waiting.,displeasure
@KotakBankLtd absolutely u all r doing great work. Thank u,compliment
@udaykotak @KotakBankLtd I met 3 manager level staff at branch who I do not want to name..  but highly unprofessional approach..,displeasure
"Thank you @KotakBankLtd 
Although it took me two hours to get in the bank, but I got 100 rupee notes from the cashier. I'm gonna survive.",compliment
"@KotakBankLtd mayur vihar phase i , branch opened at 9.30 in delhi -110091. only 2 counters stood for 2 hours.",displeasure
@KotakBankLtd so you blocked my mentions so I cannot tweet my experience,displeasure
@KotakBankLtd Thanks for finally bringing this much needed feature. Great job!,compliment
@KotakBankLtd but employee are telling him that this. Id is already used by another,miscellaneous
@KotakBankLtd @udaykotak  From yesterday till now I have made 18 to 19 calls to call centre but still problem is note getting resolved,displeasure
"@KotakBankLtd dude, dont make promises if u can't fulfill then, the a legit company not a kindergarten kid...",displeasure
I do criticize him for his inaction. With him for the actions against blackmoney. @KotakBankLtd there was a man and few lady at your 1/2,displeasure
@KotakBankLtd I went to almost 10 ATMs of Kotak not a single one is working.,displeasure
@KotakBankLtd Kotak bank is very fraud bank. deducting balance without any reason please don't open account in Kotak,displeasure
RT @Sn3haAgrawal: ATMs of @KotakBankLtd and @MyIndusIndBank give you option to chose your own denomination. Try locating your nearest ATM.,miscellaneous
@KotakBankLtd Thanx for letting me know dat ur bank do not entertain opening small business bank accounts #badexperince #disappointed,displeasure
"@KotakBankLtd @udaykotak your ATMs have not opened for a single day ..and branch says they dnt knk kab khulega
Malad west link road branch..",displeasure
"@KotakBankLtd Thnx for revert me. Not issue, it's my point of view and how Kotak expand more. My contact no. is 09310245894.",miscellaneous
RT @mildwave: Just visited @KotakBankLtd. Not much of a rush. The staff was cordial and helpful.,compliment
@KotakBankLtd farad bank,miscellaneous
"@karishmakotak @KotakBankLtd 
You r doing the right thing. 
They don't deserve your business.",compliment
Only 10 to 15 customer attended and cash finished .Did the van brought only 40000 rupee ? #poor service @KotakBankLtd Vikaspuri Delhi,displeasure
@pandabythebay @KotakBankLtd great dunno which branch is that.. Standing outside dwarka br for last 3 hrs,displeasure
#Corrupt @KotakBankLtd  only me was refused for withdrawal from my current account. Sector-18 Rohini Branch.,displeasure
"RT @imeerage: My @KotakBankLtd  Bank Branch Manager is really nice guy, He requested all high value customers to visit bank after Tuesday",compliment
"@KotakBankLtd : deducting money for unnecessary reasons, not bothering to update via any means, support tweaking their own answers,smartmove",displeasure
"@KotakBankLtd plz help !
Make those columns accessible of 
@bsindia",miscellaneous
"RT @krunalhp: @KARMENDRAKUMAR they dont have the readiness yet to deal with the situation
@HDFC_Bank @ICICIBank @TheOfficialSBI @KotakBankL",displeasure
@KotakBankLtd Relationship number 6996719. Is this reference adequate?,miscellaneous
hey @KotakBankLtd why do you NOT take action on  service request / complaint and then just send email saying issue is successfully closed?,displeasure
@KotakBankLtd why are u allowing only your bank account holders to withdraw money in  ATM in #chennai #porur?? #Demonitisation @RBI,displeasure
"@KotakBankLtd @arunjaitley @PMOIndia  Sir, Kotak bank denied exchange Samastipur, Bihar Branch(Pin-848101) Not a complain, just to sensitize",displeasure
"@ICICIBank @HDFC_Bank @TheOfficialSBI @KotakBankLtd @YESBANK @MyIndusIndBank @RBI @narendramodi no cash in ATMs, send cash in all ATMs.",displeasure
@HDFC_Bank @ICICIBank @TheOfficialSBI @KotakBankLtd @IDBI_Bank any ans????? https://t.co/gI5St2RU4e,displeasure
@KotakBankLtd @RBI @narendramodi @aajtak @ZeeNews @ndtvindia i hope ur branch stop doing this..,displeasure
#ATMinPune shutter down woowwww. @hashPune @HDFC_Bank @AxisBank @KotakBankLtd @PMOIndia @CMOMaharashtra https://t.co/EUc70Cjfo3,displeasure
@PMOIndia Ln oly 4 exchange n dpsit no widrawl @TheOfficialSBI @KotakBankLtd C cn of IT @ndtv @aajtak @TimesNow https://t.co/JOSCuGxcQ7,miscellaneous
"@GulPanag u r banking with the best of the banks in the industry. (Y) 
Try @digibank too. - India's first all digital bank :)
 @KotakBankLtd",compliment
@KotakBankLtd  lokhandwala anderi branch making pple wait in a long cue since 10 and not issuing a single penny.,displeasure
@KotakBankLtd  had twitted on behalf of my wife. see mails sent. https://t.co/g0FcSntt4f,displeasure
@KotakBankLtd Huge queue. Pathetic management. Closing the branch at 5:15pm. Absolutely no regard for customer conv https://t.co/nKmSyO2YJj,displeasure
"Pleasant experience withdrawing cash in the @KotakBankLtd Annanagar branch Chennai. Courteous &amp; helpful staff, seating facility. Kudos!!",displeasure
"Mr, @udaykotak F***ing it became so easy to debit hard earned money without user notice? @KotakBankLtd",displeasure
@KotakBankLtd @vishalgondal @udaykotak @RBI very nice Thane branch khopat is not too freindly,displeasure
@RadhikaBudhwar today wife at 4 pm visited @KotakBankLtd Bharuch (Gujarat) branch hoping it would work till 8 pm but they closed at 3.30 pm,displeasure
@udaykotak @KotakBankLtd Gave up on having cash in your ATMs ? Not one opened in the last 4 days ? Can I levy penalty charge on you guys ?,displeasure
Exchange only for one hour between 3 pm to 4 pm will cause lot of inconvenience to people @KotakBankLtd #vikaspuri #delhi,displeasure
"Just found out today that @KotakBankLtd pvr offer is subject to ""alloted seats"", didn't mention anything when they were selling it",displeasure
@RBI @FinMinIndia @PMOIndia @HDFCBank_Cares @KotakBankLtd @udaykotak customers who hv bnkng business with u.. Let others suffer.. #kotakway,miscellaneous
"@KotakBankLtd Do you hide all complaint tweets!!!. I know there are tools to do it. My complaints are not visible, hence question",miscellaneous
"@KotakBankLtd i cant , as tweets r public. Plz check my profile it is m***sh.san**@gmail.com",miscellaneous
"You guys r rocking ! Bank staff are our soldiers in this tuff time of fighting corruption. 
Big blow to @KotakBankLtd ",miscellaneous
@Norafatehi @KotakBankLtd Go and visit them personally ,miscellaneous
"""Valuation depends on 3 pillars: Fundamentals, Liquidity and Sentiments""- Mr.Harsha Upadhyaya
@KotakBankLtd 
@iimudpr 
#theQuantumLeap",miscellaneous
"@udaykotak @KotakBankLtd I received a call from 02262287108, Preeti told that adds is not updated yet, she cannot send the card, wht is this",displeasure
"Plastic money usage issues, Frauds, double charge, overcharge!! Bank customer care giving us nightmare  #ModiFightsCorruption @KotakBankLtd",displeasure
"@theburugula @TheOfficialSBI @MyIndusIndBank @AxisBank @KotakBankLtd @UCOBANKHO and they are all prepared, it seems!",miscellaneous
@karishmakotak @KotakBankLtd banks have this rights..don't make fuss about it..they might have wrongly credited it so they can pull out..!!,miscellaneous
@KotakBankLtd just have been informed by branch all my address and everything is wrongly updated can u kindly help me out or call me....,miscellaneous
"@Finelychopped @ICICIBank @HDFCBank_Cares to change my @KotakBankLtd ATM pin, I visited ATM. @AxisBank app seems to be easiest #safebanking",compliment
@KotakBankLtd @RBI @PMOIndia @FinMinIndia got train in evening need mny to travel.. What kind of pathetic arrangement is this @arunjaitley,displeasure
@KotakBankLtd ya sure i saw that today and after few days banking ombudsman will ask ul after i file complain against ul,displeasure
"@KotakBankLtd he was offering new currency, but my submission is why it was not given before deepavali,when i required it.",miscellaneous
@chetanjkabra @KotakBankLtd @udaykotak if salary not credited in these month than you can deduct the amount in december after informing me,miscellaneous
@KotakBankLtd sadistic treatment at Tonk Road branch jaipur tday @ 5pm. Was asked to write my a/c no. Decided to close my accounts. Bye.,displeasure
@KotakBankLtd @udaykotak @KotakBankLtd @udaykotak d brnch mngr Rakesh Singh ds nt knw he 2 tlk 2 ppl a vry arrgnt &amp; unrly man,displeasure
"RT @KotakBankLtd: @sharanpoovanna We are on it replenishing ATM cash, working overtime to ensure minimum disruptions. Pls bear with us. ^T",miscellaneous
@arunjaitley  @KotakBankLtd standing in kotak porur chennai branch after 1 hr of struggle denied cash because i am not customer of bank.,displeasure
"#FunFact @realDonaldTrump  sued @KotakBankLtd in India (case settled in 2013) when the bank launched Credit Card under brand name ""TRUMP""",miscellaneous
"However, I'll add to it that @KotakBankLtd is good as long as you don't have to visit their branch. I've found their staff to be quite rude.",displeasure
@KotakBankLtd @udaykotak - came back again. Nothing seems to have improved. Limit for Exchange set as Rs 1000. Complete chaos. Shame on you,displeasure
@KotakBankLtd Appreciate it guys. Thank you. You are heroes of these times.,compliment
"@KotakBankLtd your service towards customer is too irritating. pls take some serious actions, as i lost total faith in your bank",displeasure
@KotakBankLtd @udaykotak @KotakBankLtd @udaykotak aftr bng in qu 4 ovr 6 hrs I ws dend xchng by ur karkardooma brnc https://t.co/0Iuf6JYwwW,displeasure
".@KotakBankLtd So tht all people who need to exchange cash, they can come first and served faster, People who want https://t.co/2aO9gNO4Gu",miscellaneous
